run_id,qd,p50_us,p95_us,p99_us,p999_us
tail_run1,32,28.491379192822,48.48629474499247,71.14413230509047,145.13818721219366
tail_run2,32,29.008045358974794,49.32994401819269,82.80672971013078,135.5238866053582
tail_run3,32,29.331837223033833,50.52849867147809,82.76321949941126,136.3577648123501
tail_run1,128,119.49695989747872,286.47944397967586,888.8738681973568,1800.3193762413334
tail_run2,128,115.37284622201216,311.11836705796617,862.5166097610517,1731.4486910760363
tail_run3,128,118.54166529182261,326.80042595341615,821.3924358426998,1890.1931982968874
