run_id,qd,p50_us,p95_us,p99_us,p999_us
tail_run1,32,30.447172196067143,50.22592739102384,78.86960049650584,146.46321952748028
tail_run2,32,30.482612787712256,50.72914668625748,77.99312942385733,147.98970451812744
tail_run3,32,28.893220876065165,47.98034603337847,81.35700161304105,145.35978188781073
tail_run1,128,117.52696306570391,301.1104027896986,836.0978215187426,1899.5021987663306
tail_run2,128,118.84632294147605,296.28260012009935,874.3371057683167,2088.2424082842663
tail_run3,128,120.28316715892805,285.6486830901242,819.7714386794728,2042.6578975215814
