experiment,median_avg_lat_us,std_avg_lat_us,median_p95_us,std_p95_us,median_p99_us,std_p99_us
zero_qd_4K_random_read,14.772183845872648,0.18992434757674054,25.67664870565919,0.3059792421863383,38.606941219265465,0.7020469145706322
zero_qd_4K_random_write,19.967324963721268,0.043615855995107325,35.82828656174516,0.9452936157436389,58.22187683499454,5.049847364306249
